-1.000000000000000000e+00,-1.000000000000000000e+00,2.922514595389366088e-01,1.436532659696107828e-01
-7.500000000000000000e-01,-1.000000000000000000e+00,8.213461726903915905e-02,1.371264951629795614e-01
-5.000000000000000000e-01,-1.000000000000000000e+00,-1.244518106579780570e-01,1.316822757633056007e-01
-2.500000000000000000e-01,-1.000000000000000000e+00,-2.260531981587410033e-01,1.277474546966468616e-01
0.000000000000000000e+00,-1.000000000000000000e+00,9.322405078411102330e-01,1.317768587346701825e-01
2.500000000000000000e-01,-1.000000000000000000e+00,4.618378896713256410e+00,1.298122450315534471e-01
5.000000000000000000e-01,-1.000000000000000000e+00,5.269655820369720800e+00,1.299938930740718590e-01
7.500000000000000000e-01,-1.000000000000000000e+00,5.010315182685851632e+00,1.357041154628876589e-01
1.000000000000000000e+00,-1.000000000000000000e+00,4.666411438941955758e+00,1.430746475331380330e-01
-1.000000000000000000e+00,-7.500000000000000000e-01,2.661712400317192140e-01,1.372020739511299603e-01
-7.500000000000000000e-01,-7.500000000000000000e-01,6.727113002538681608e-02,1.299338768511226760e-01
-5.000000000000000000e-01,-7.500000000000000000e-01,-1.299330256581306409e-01,1.236840206330022812e-01
-2.500000000000000000e-01,-7.500000000000000000e-01,-2.337337945103645231e-01,1.189200455520803279e-01
0.000000000000000000e+00,-7.500000000000000000e-01,8.250878462791443324e-01,1.207790293362464989e-01
2.500000000000000000e-01,-7.500000000000000000e-01,4.537003310203552076e+00,1.204033087894000598e-01
5.000000000000000000e-01,-7.500000000000000000e-01,5.267963999748229931e+00,1.210441562625153289e-01
7.500000000000000000e-01,-7.500000000000000000e-01,5.003782532215118373e+00,1.275271905110222648e-01
1.000000000000000000e+00,-7.500000000000000000e-01,4.642424909591674975e+00,1.357556737882831821e-01
-1.000000000000000000e+00,-5.000000000000000000e-01,1.796687168478965646e-01,1.324389189798790833e-01
-7.500000000000000000e-01,-5.000000000000000000e-01,-8.676860630512237688e-03,1.245553681762591874e-01
-5.000000000000000000e-01,-5.000000000000000000e-01,-1.962242656350135783e-01,1.176346584993122613e-01
-2.500000000000000000e-01,-5.000000000000000000e-01,-2.999221950173378004e-01,1.121482107358243024e-01
0.000000000000000000e+00,-5.000000000000000000e-01,6.678181940913200387e-01,1.122390717837964402e-01
2.500000000000000000e-01,-5.000000000000000000e-01,4.395926218986510925e+00,1.130098606019561691e-01
5.000000000000000000e-01,-5.000000000000000000e-01,5.216603061199188041e+00,1.139183168758601677e-01
7.500000000000000000e-01,-5.000000000000000000e-01,4.952035854339599474e+00,1.211287204314547422e-01
1.000000000000000000e+00,-5.000000000000000000e-01,4.575753387451172216e+00,1.302346906120130376e-01
-1.000000000000000000e+00,-2.500000000000000000e-01,3.536681646108627564e-02,1.296782397076560733e-01
-7.500000000000000000e-01,-2.500000000000000000e-01,-1.451092596650123689e-01,1.212825813194136904e-01
-5.000000000000000000e-01,-2.500000000000000000e-01,-3.248583794236183375e-01,1.138482382593763442e-01
-2.500000000000000000e-01,-2.500000000000000000e-01,-4.284296641945838924e-01,1.078338783441869925e-01
0.000000000000000000e+00,-2.500000000000000000e-01,4.545787159800529498e-01,1.066832725757954903e-01
2.500000000000000000e-01,-2.500000000000000000e-01,4.187444267988205127e+00,1.083992109351785832e-01
5.000000000000000000e-01,-2.500000000000000000e-01,5.106762670993805209e+00,1.093430519512195859e-01
7.500000000000000000e-01,-2.500000000000000000e-01,4.845743729114532883e+00,1.172196877606786064e-01
1.000000000000000000e+00,-2.500000000000000000e-01,4.456781285285949856e+00,1.271945015146036806e-01
-1.000000000000000000e+00,0.000000000000000000e+00,4.450298134684562701e-01,1.318715347214598488e-01
-7.500000000000000000e-01,0.000000000000000000e+00,2.358321649432182365e-01,1.223060570973374117e-01
-5.000000000000000000e-01,0.000000000000000000e+00,2.947244423627853535e-02,1.139868074039927653e-01
-2.500000000000000000e-01,0.000000000000000000e+00,-1.052664597630500742e-01,1.073574747595087281e-01
0.000000000000000000e+00,0.000000000000000000e+00,6.694510352015495824e-01,1.054522200172459678e-01
2.500000000000000000e-01,0.000000000000000000e+00,4.367298325300216888e+00,1.083269403323327829e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.367585116386413446e+00,1.092003056709383718e-01
7.500000000000000000e-01,0.000000000000000000e+00,5.089398624897003565e+00,1.178981322817842514e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.666908963203430183e+00,1.289122542255103088e-01
-1.000000000000000000e+00,2.500000000000000000e-01,4.217031104803085739e+00,1.411991457339988876e-01
-7.500000000000000000e-01,2.500000000000000000e-01,3.976107974290847835e+00,1.312857456266091349e-01
-5.000000000000000000e-01,2.500000000000000000e-01,3.734470348596572897e+00,1.227398159875634359e-01
-2.500000000000000000e-01,2.500000000000000000e-01,3.555293445110320860e+00,1.162041123320360497e-01
0.000000000000000000e+00,2.500000000000000000e-01,4.208795762300491461e+00,1.146704507325841255e-01
2.500000000000000000e-01,2.500000000000000000e-01,7.835757850170135264e+00,1.196759592257817528e-01
5.000000000000000000e-01,2.500000000000000000e-01,8.896639619827270806e+00,1.215689808579071274e-01
7.500000000000000000e-01,2.500000000000000000e-01,8.572221166610717091e+00,1.326390014808828399e-01
1.000000000000000000e+00,2.500000000000000000e-01,8.081356105804443857e+00,1.466747686309044507e-01
-1.000000000000000000e+00,5.000000000000000000e-01,5.414276308536529747e+00,1.324054675778787160e-01
-7.500000000000000000e-01,5.000000000000000000e-01,5.247797223091125396e+00,1.240857012499815559e-01
-5.000000000000000000e-01,5.000000000000000000e-01,5.083441492080688739e+00,1.168977202715705960e-01
-2.500000000000000000e-01,5.000000000000000000e-01,4.979333803176880124e+00,1.112597763571045728e-01
0.000000000000000000e+00,5.000000000000000000e-01,5.642555721282959347e+00,1.097700052649285274e-01
2.500000000000000000e-01,5.000000000000000000e-01,9.317793317794800245e+00,1.154315914605461707e-01
5.000000000000000000e-01,5.000000000000000000e-01,1.058398062896728575e+01,1.137906788946511510e-01
7.500000000000000000e-01,5.000000000000000000e-01,1.035990881156921439e+01,1.220938026046208824e-01
1.000000000000000000e+00,5.000000000000000000e-01,9.951157341957092228e+00,1.330040616785640173e-01
-1.000000000000000000e+00,7.500000000000000000e-01,5.230358168125152751e+00,1.358307725212035133e-01
-7.500000000000000000e-01,7.500000000000000000e-01,5.071161319255828914e+00,1.280841498457855054e-01
-5.000000000000000000e-01,7.500000000000000000e-01,4.915352514743805301e+00,1.215163455212970173e-01
-2.500000000000000000e-01,7.500000000000000000e-01,4.816744064807891412e+00,1.165211393210770219e-01
0.000000000000000000e+00,7.500000000000000000e-01,5.423972759246826314e+00,1.155420139450490241e-01
2.500000000000000000e-01,7.500000000000000000e-01,9.063513651847840080e+00,1.231614377594729831e-01
5.000000000000000000e-01,7.500000000000000000e-01,1.046946166419982838e+01,1.195969146465696853e-01
7.500000000000000000e-01,7.500000000000000000e-01,1.027681199550628577e+01,1.272972793418432058e-01
1.000000000000000000e+00,7.500000000000000000e-01,9.880158435821533303e+00,1.375973036010291473e-01
-1.000000000000000000e+00,1.000000000000000000e+00,5.031670580387115344e+00,1.416130825862876585e-01
-7.500000000000000000e-01,1.000000000000000000e+00,4.873968877792358434e+00,1.344710992830847607e-01
-5.000000000000000000e-01,1.000000000000000000e+00,4.720605652809142683e+00,1.285641872222813564e-01
-2.500000000000000000e-01,1.000000000000000000e+00,4.621589061737060966e+00,1.242725172691565433e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.171475828170776445e+00,1.239438348968461001e-01
