"Var1","Var2","y0"
-1,-1,-0.313226905371166
-0.666666666666667,-1,0.0918216621110411
-0.333333333333333,-1,-0.417814306205024
0,-1,0.797640401068896
0.333333333333333,-1,0.16475388590768
0.666666666666667,-1,-0.410234192059008
1,-1,0.243714526214243
-1,-0.666666666666667,0.369162352564609
-0.666666666666667,-0.666666666666667,0.287890675826746
-0.333333333333333,-0.666666666666667,-0.152694193578178
0,-0.666666666666667,0.755890584225424
0.333333333333333,-0.666666666666667,0.194921618205716
0.666666666666667,-0.666666666666667,-0.310620290270902
1,-0.666666666666667,-1.10734994358875
-1,-0.333333333333333,0.562465459071554
-0.666666666666667,-0.333333333333333,-0.0224668045076154
-0.333333333333333,-0.333333333333333,-0.00809513154947304
0,-0.333333333333333,0.47191810534265
0.333333333333333,-0.333333333333333,0.410610597549044
0.666666666666667,-0.333333333333333,0.296950660608754
1,-0.333333333333333,0.459488685804109
-1,0,5.39106815036553
-0.666666666666667,0,5.0372824916826
-0.333333333333333,0,-0.994675847931686
0,0,0.309912873947355
0.333333333333333,0,-0.0280643697645004
0.666666666666667,0,4.92210224664734
1,0,4.26462380805036
-1,0.333333333333333,4.76092497244569
-0.666666666666667,0.333333333333333,5.20897078009985
-0.333333333333333,0.333333333333333,5.67933977576452
0,0.333333333333333,4.9486061363285
0.333333333333333,0.333333333333333,5.19383580577968
0.666666666666667,0.333333333333333,4.97309747970855
1,0.333333333333333,4.3114702215857
-1,0.666666666666667,4.79250271835016
-0.666666666666667,0.666666666666667,4.80285502314483
-0.333333333333333,0.666666666666667,4.97034330164441
0,0.666666666666667,5.55001268599194
0.333333333333333,0.666666666666667,5.38158787422877
0.666666666666667,0.666666666666667,4.91773820187321
1,0.666666666666667,4.87331915993175
-1,1,5.34848168770237
-0.666666666666667,1,5.27833159933683
-0.333333333333333,1,4.65562215272524
0,1,4.64625242151894
0.333333333333333,1,5.18229098106842
0.666666666666667,1,5.38426646225771
1,1,4.94382689392489
