"V1","V2"
-2,0.448333975264995
-1.8974358974359,0.812736267986439
-1.79487179487179,0.234362051677686
-1.69230769230769,1.34954929485369
-1.58974358974359,0.583193127778689
-1.48717948717949,-0.158239504273017
-1.38461538461538,0.298474222465046
-1.28205128205128,0.200008961555255
-1.17948717948718,-0.125934768162349
-1.07692307692308,-0.824441422319187
-0.974358974358974,-0.178242592819894
-0.871794871794872,-0.996408538801458
-0.769230769230769,-1.74393370718005
-0.666666666666667,-2.75760301960214
-0.564102564102564,-1.27065689512756
-0.461538461538462,-1.99677097879345
-0.358974358974359,-2.07623404968757
-0.256410256410256,-1.63943012209954
-0.153846153846154,-1.69266338913464
-0.0512820512820513,-1.74894157990366
0.0512820512820511,-1.48410889678866
0.153846153846154,-1.41172789281333
0.256410256410256,-1.59409753651764
0.358974358974359,-2.43285039064777
0.461538461538462,-0.922521527238816
0.564102564102564,-1.05150686302999
0.666666666666667,-0.898119823945257
0.769230769230769,-1.36672108320721
0.871794871794872,-0.703875201652007
0.974358974358974,-0.118916935936602
1.07692307692308,0.452231905603324
1.17948717948718,-0.219428998524154
1.28205128205128,0.0386602063916295
1.38461538461538,-0.21872091239104
1.48717948717949,-0.968426450495769
1.58974358974359,-0.627372346781902
1.69230769230769,-0.807823815969073
1.79487179487179,-0.879333373023808
1.8974358974359,-0.582711859221497
2,-1.07268576468017
