"Var1","Var2","y0"
-1,-1,-0.313226905371166
-0.666666666666667,-1,0.0918216621110411
-0.333333333333333,-1,-0.417814306205024
0,-1,0.797640401068896
0.333333333333333,-1,5.16475388590768
0.666666666666667,-1,4.58976580794099
1,-1,5.24371452621424
-1,-0.666666666666667,0.369162352564609
-0.666666666666667,-0.666666666666667,0.287890675826746
-0.333333333333333,-0.666666666666667,-0.152694193578178
0,-0.666666666666667,0.755890584225424
0.333333333333333,-0.666666666666667,5.19492161820572
0.666666666666667,-0.666666666666667,4.6893797097291
1,-0.666666666666667,3.89265005641125
-1,-0.333333333333333,0.562465459071554
-0.666666666666667,-0.333333333333333,-0.0224668045076154
-0.333333333333333,-0.333333333333333,-0.00809513154947304
0,-0.333333333333333,0.47191810534265
0.333333333333333,-0.333333333333333,5.41061059754904
0.666666666666667,-0.333333333333333,5.29695066060875
1,-0.333333333333333,5.45948868580411
-1,0,0.391068150365534
-0.666666666666667,0,0.0372824916825953
-0.333333333333333,0,-0.994675847931686
0,0,0.309912873947355
0.333333333333333,0,4.9719356302355
0.666666666666667,0,4.92210224664734
1,0,4.26462380805036
-1,0.333333333333333,4.76092497244569
-0.666666666666667,0.333333333333333,5.20897078009985
-0.333333333333333,0.333333333333333,5.67933977576452
0,0.333333333333333,4.9486061363285
0.333333333333333,0.333333333333333,10.1938358057797
0.666666666666667,0.333333333333333,9.97309747970855
1,0.333333333333333,9.3114702215857
-1,0.666666666666667,4.79250271835016
-0.666666666666667,0.666666666666667,4.80285502314483
-0.333333333333333,0.666666666666667,4.97034330164441
0,0.666666666666667,5.55001268599194
0.333333333333333,0.666666666666667,10.3815878742288
0.666666666666667,0.666666666666667,9.91773820187321
1,0.666666666666667,9.87331915993175
-1,1,5.34848168770237
-0.666666666666667,1,5.27833159933683
-0.333333333333333,1,4.65562215272524
0,1,4.64625242151894
0.333333333333333,1,10.1822909810684
0.666666666666667,1,10.3842664622577
1,1,9.94382689392489
