"Var1","Var2","y0"
-1,-1,4.68677309462883
-0.666666666666667,-1,5.09182166211104
-0.333333333333333,-1,4.58218569379498
0,-1,5.7976404010689
0.333333333333333,-1,5.16475388590768
0.666666666666667,-1,4.58976580794099
1,-1,5.24371452621424
-1,-0.666666666666667,5.36916235256461
-0.666666666666667,-0.666666666666667,0.287890675826746
-0.333333333333333,-0.666666666666667,-0.152694193578178
0,-0.666666666666667,0.755890584225424
0.333333333333333,-0.666666666666667,0.194921618205716
0.666666666666667,-0.666666666666667,-0.310620290270902
1,-0.666666666666667,3.89265005641125
-1,-0.333333333333333,5.56246545907155
-0.666666666666667,-0.333333333333333,-0.0224668045076154
-0.333333333333333,-0.333333333333333,-5.00809513154947
0,-0.333333333333333,-4.52808189465735
0.333333333333333,-0.333333333333333,-4.58938940245096
0.666666666666667,-0.333333333333333,0.296950660608754
1,-0.333333333333333,5.45948868580411
-1,0,5.39106815036553
-0.666666666666667,0,0.0372824916825953
-0.333333333333333,0,-5.99467584793169
0,0,-4.69008712605264
0.333333333333333,0,-5.0280643697645
0.666666666666667,0,-0.0778977533526646
1,0,4.26462380805036
-1,0.333333333333333,4.76092497244569
-0.666666666666667,0.333333333333333,0.208970780099851
-0.333333333333333,0.333333333333333,-4.32066022423548
0,0.333333333333333,-5.0513938636715
0.333333333333333,0.333333333333333,-4.80616419422032
0.666666666666667,0.333333333333333,-0.0269025202914526
1,0.333333333333333,4.3114702215857
-1,0.666666666666667,4.79250271835016
-0.666666666666667,0.666666666666667,-0.197144976855175
-0.333333333333333,0.666666666666667,-0.0296566983555928
0,0.666666666666667,0.550012685991942
0.333333333333333,0.666666666666667,0.381587874228772
0.666666666666667,0.666666666666667,-0.0822617981267934
1,0.666666666666667,4.87331915993175
-1,1,5.34848168770237
-0.666666666666667,1,5.27833159933683
-0.333333333333333,1,4.65562215272524
0,1,4.64625242151894
0.333333333333333,1,5.18229098106842
0.666666666666667,1,5.38426646225771
1,1,4.94382689392489
