"V1","V2"
-2,4.68677309462883
-1.8974358974359,5.09182166211104
-1.79487179487179,4.58218569379498
-1.69230769230769,5.7976404010689
-1.58974358974359,5.16475388590768
-1.48717948717949,4.58976580794099
-1.38461538461538,5.24371452621424
-1.28205128205128,5.36916235256461
-1.17948717948718,5.28789067582675
-1.07692307692308,4.84730580642182
-0.974358974358974,5.75589058422542
-0.871794871794872,5.19492161820572
-0.769230769230769,4.6893797097291
-0.666666666666667,3.89265005641125
-0.564102564102564,0.562465459071554
-0.461538461538462,-0.0224668045076154
-0.358974358974359,-0.00809513154947304
-0.256410256410256,0.47191810534265
-0.153846153846154,0.410610597549044
-0.0512820512820513,0.296950660608754
0.0512820512820511,0.459488685804109
0.153846153846154,0.391068150365534
0.256410256410256,0.0372824916825953
0.358974358974359,-0.994675847931686
0.461538461538462,0.309912873947355
0.564102564102564,-0.0280643697645004
0.666666666666667,-0.0778977533526646
0.769230769230769,4.26462380805036
0.871794871794872,4.76092497244569
0.974358974358974,5.20897078009985
1.07692307692308,5.67933977576452
1.17948717948718,4.9486061363285
1.28205128205128,5.19383580577968
1.38461538461538,4.97309747970855
1.48717948717949,4.3114702215857
1.58974358974359,4.79250271835016
1.69230769230769,4.80285502314483
1.79487179487179,4.97034330164441
1.8974358974359,5.55001268599194
2,5.38158787422877
