"V1","V2"
-2,-0.313226905371166
-1.8974358974359,0.0918216621110411
-1.79487179487179,-0.417814306205024
-1.69230769230769,0.797640401068896
-1.58974358974359,0.16475388590768
-1.48717948717949,-0.410234192059008
-1.38461538461538,0.243714526214243
-1.28205128205128,0.369162352564609
-1.17948717948718,0.287890675826746
-1.07692307692308,-0.152694193578178
-0.974358974358974,0.755890584225424
-0.871794871794872,0.194921618205716
-0.769230769230769,-0.310620290270902
-0.666666666666667,-1.10734994358875
-0.564102564102564,0.562465459071554
-0.461538461538462,-0.0224668045076154
-0.358974358974359,-0.00809513154947304
-0.256410256410256,0.47191810534265
-0.153846153846154,0.410610597549044
-0.0512820512820513,0.296950660608754
0.0512820512820511,5.45948868580411
0.153846153846154,5.39106815036553
0.256410256410256,5.0372824916826
0.358974358974359,4.00532415206831
0.461538461538462,5.30991287394736
0.564102564102564,4.9719356302355
0.666666666666667,4.92210224664734
0.769230769230769,4.26462380805036
0.871794871794872,4.76092497244569
0.974358974358974,5.20897078009985
1.07692307692308,5.67933977576452
1.17948717948718,4.9486061363285
1.28205128205128,5.19383580577968
1.38461538461538,4.97309747970855
1.48717948717949,4.3114702215857
1.58974358974359,4.79250271835016
1.69230769230769,4.80285502314483
1.79487179487179,4.97034330164441
1.8974358974359,5.55001268599194
2,5.38158787422877
